# omega_cold,sigma8_cold
0.29122243,0.76336062
0.27835026,0.70336878
0.23894105,0.86390094
0.36178297,0.65275243
0.38717159,0.86237703
0.30681340,0.76317947
0.32868974,0.87141187
0.36186282,0.86627493
0.38178873,0.73832621
0.31803832,0.88038120
0.34545536,0.65239229
0.25728515,0.71707383
0.25768310,0.89921346
0.25339070,0.70626965
0.32430420,0.76754729
0.27228238,0.77290937
0.31520229,0.86129283
0.36320967,0.87318006
0.33379294,0.65074993
0.26574177,0.70193793
0.27707907,0.72424913
0.25242240,0.83266627
0.37965629,0.74963334
0.38109127,0.66769460
0.28103939,0.79429932
0.35947953,0.74808940
0.33697694,0.88246199
0.38853831,0.67736089
0.25383147,0.69943986
0.32913532,0.76794921
0.32816462,0.89860624
0.28229275,0.76806992
0.26952145,0.83199238
0.28565986,0.76808983
0.28225287,0.84063147
0.26874235,0.72168628
0.31905535,0.72373438
0.25958457,0.77134188
0.39232218,0.76868689
0.26659872,0.73570296
0.27374517,0.82487696
0.30325775,0.78951888
0.39638868,0.67221533
0.36140939,0.71816474
0.31373613,0.81642490
0.33365160,0.66839640
0.26229148,0.88473038
0.33720872,0.69422077
0.28736449,0.88638106
0.29477247,0.81704203
0.38526042,0.67203480
0.39578016,0.71888048
0.29066144,0.75285567
0.26165455,0.68943539
0.35753563,0.88238395
0.39283991,0.78650502
0.29188521,0.86815055
0.25267386,0.75281667
0.24591503,0.73697343
0.27859224,0.72138661
0.36110113,0.87964587
0.27991523,0.84197461
0.29295530,0.73090668
0.32243496,0.71368976
0.36713852,0.73355496
0.29012686,0.86639298
0.26197790,0.84036745
0.25779066,0.80880067
0.23139254,0.71394598
0.32534555,0.84425531
0.28185197,0.87905611
0.25446341,0.70067458
0.35784647,0.82559709
0.23047752,0.89355162
0.33418785,0.69075431
0.36921929,0.78567249
0.33299275,0.83460060
0.26027176,0.75047497
0.27941939,0.73526465
0.28299867,0.72228218
0.33708973,0.81974245
0.30476430,0.76945432
0.36673978,0.81643319
0.24229337,0.69524956
0.33681339,0.84580621
0.26029490,0.80549416
0.25892852,0.85385846
0.34408826,0.81115018
0.32927292,0.67166152
0.34762010,0.74743265
0.35624476,0.75728003
0.36738812,0.80000092
0.23365295,0.84678765
0.30196857,0.77056159
0.38206912,0.71340976
0.24874969,0.80929550
0.35638595,0.71013264
0.29063026,0.68381611
0.26768813,0.82485535
0.27507555,0.68958653
0.36672303,0.69351837
0.38427030,0.79539841
0.36472997,0.71501820
0.38547692,0.80705016
0.29955744,0.87433723
0.24231843,0.89761775
0.31858690,0.74020363
0.23466696,0.77270700
0.31573170,0.67754993
0.32716052,0.66982203
0.28374621,0.75450383
0.30253778,0.78285026
0.23587213,0.75684013
0.29910467,0.73606033
0.29773659,0.84024462
0.34671366,0.67884968
0.28732401,0.82796670
0.36502284,0.70775538
0.23614188,0.74067779
0.24734100,0.74864527
0.33864036,0.65368283
0.30357523,0.86433208
0.24956692,0.84515215
0.35323779,0.66886086
0.37209571,0.89030030
0.39184448,0.86107982
0.38976897,0.80802445
0.38364507,0.66542004
0.27260786,0.78585940
0.32352847,0.74510068
0.23637342,0.67043058
0.39213783,0.83048953
0.29138657,0.87215681
0.27377888,0.66301703
0.33919921,0.89425984
0.27934475,0.85905961
0.35669362,0.65257805
0.29288779,0.77342224
0.38650541,0.83306656
0.33800210,0.88640992
0.34206353,0.84083164
0.30058178,0.88562807
0.36231188,0.88375762
0.35463494,0.66993495
0.26672971,0.88784791
0.25259421,0.76744177
0.25233268,0.68722022
0.23928213,0.89102644
0.33505406,0.80774350
0.23204331,0.85841443
0.36618755,0.73522747
0.37970609,0.78754775
0.28865506,0.79597532
0.28451265,0.76562796
0.26965406,0.71765072
0.34591189,0.73202259
0.37685486,0.67097376
0.28029628,0.75902712
0.32152405,0.81932624
0.28645530,0.66133338
0.33330958,0.85408365
0.38152272,0.68742522
0.31932409,0.67430544
0.34488546,0.76933932
0.24451310,0.78355440
0.35738648,0.82805964
0.28419716,0.74804778
0.38031478,0.88527248
0.38926710,0.85825924
0.24485219,0.76440794
0.25910782,0.75082929
0.30481395,0.89779545
0.39336911,0.75836273
0.34700866,0.79579204
0.26318671,0.72580128
0.24373902,0.81004998
0.38283734,0.87914583
0.23446461,0.71576430
0.23980997,0.79703416
0.26724245,0.84205893
0.29478782,0.84549852
0.26039913,0.66261958
0.35368940,0.82930253
0.28235997,0.83205647
0.32417852,0.86958455
0.30098144,0.83990343
0.39857502,0.80663287
0.27980353,0.66212084
0.38783419,0.82316258
0.27999567,0.66585111
0.29512165,0.76159995
0.27792467,0.78313557
0.35240454,0.80909618
0.23036712,0.85798387
0.34110773,0.77613246
0.36982103,0.87934477
0.26677080,0.88186795
0.33148581,0.83540589
0.38781831,0.88272055
0.30817334,0.78209436
0.39939777,0.80257779
0.38172977,0.88005872
0.23954921,0.65307189
0.39974920,0.88173580
0.30116841,0.71952562
0.38365708,0.75585498
0.33095350,0.67956912
0.33087710,0.66010960
0.23686294,0.71750761
0.25518209,0.79548861
0.24041188,0.71688434
0.25817803,0.85382807
0.37018071,0.88857550
0.27827943,0.73404480
0.29302396,0.88139788
0.35521754,0.82892115
0.27231770,0.84496053
0.34468090,0.78046350
0.37487046,0.75687581
0.27911117,0.68998505
0.39978781,0.86111055
0.28904174,0.79589147
0.30575627,0.70953881
0.36224877,0.72399086
0.28312114,0.83552291
0.26930227,0.87602601
0.32579860,0.73881888
0.34832800,0.75640714
0.39224201,0.86241400
0.24549179,0.79234431
0.35211905,0.86824475
0.23489595,0.76145774
0.23581898,0.89967511
0.30865592,0.66323151
0.33472088,0.84628389
0.25080863,0.80792514
0.26585637,0.82820002
0.24809436,0.89568757
0.24397540,0.86022923
0.32677913,0.65689243
0.26661357,0.72185362
0.32873203,0.73306740
0.24282618,0.66092310
0.25878166,0.69753772
0.27329576,0.88631823
0.39242143,0.81093415
0.29124310,0.71429171
0.26551469,0.79050569
0.23784179,0.70331385
0.29864632,0.78095725
0.34445380,0.74147599
0.32237977,0.77163150
0.31277696,0.79376441
0.35417638,0.69747021
0.29465788,0.71924075
0.23065709,0.71560129
0.39479520,0.68630425
0.23603022,0.82579928
0.24920931,0.69768927
0.24639727,0.75561699
0.38273363,0.80521287
0.23724074,0.75111630
0.29769227,0.75274843
0.24023046,0.86485749
0.35444517,0.76080347
0.26830514,0.72116161
0.35285369,0.71402485
0.38016700,0.81349276
0.39824475,0.81300063
0.37840704,0.72527419
0.28562486,0.68634235
0.35332831,0.66199798
0.29229813,0.78125069
0.26674220,0.83591315
0.30656277,0.73236585
0.34674561,0.83754364
0.32407542,0.73590759
0.29971922,0.77667746
0.31705970,0.89298674
0.36100559,0.88095184
0.39138060,0.68291470
0.34722853,0.87817508
0.30634820,0.78417995
0.38670097,0.71157620
0.27188750,0.75999530
0.34482451,0.65033017
0.29788298,0.77074249
0.35028536,0.81151363
0.38913654,0.80820340
0.26190325,0.72777002
0.37962704,0.82668224
0.24387419,0.68311962
0.25814907,0.79377641
0.30485863,0.78274086
0.30845161,0.77752512
0.36882677,0.83184455
0.39659845,0.73194502
0.32529779,0.80869722
0.24976710,0.83997208
0.24247158,0.75776285
0.32879626,0.80132927
0.36237468,0.73230282
0.29155856,0.71132601
0.27805592,0.76304386
0.30256239,0.68749648
0.38634754,0.76197316
0.39492370,0.76560488
0.29537760,0.78367666
0.39910254,0.77022306
0.36330708,0.73117330
0.38840744,0.81010643
0.31133333,0.86498293
0.34812815,0.80307666
0.34821931,0.72730651
0.23662203,0.72994882
0.24011452,0.72257155
0.27697787,0.71188005
0.38665588,0.79572062
0.26710632,0.81747365
0.23246519,0.89233048
0.32065283,0.73176061
0.26368444,0.75779364
0.23820785,0.78011758
0.23926080,0.87681106
0.24063676,0.88018178
0.25783635,0.83101169
0.24366883,0.83209194
0.38455320,0.75007500
0.32343647,0.82173744
0.34442346,0.87227496
0.24156498,0.71925843
0.38380469,0.79856406
0.23706113,0.83163572
0.35390894,0.70958703
0.24386325,0.69832941
0.26508063,0.76073910
0.23394427,0.66430264
0.38950688,0.89570224
0.33730165,0.80052867
0.36630288,0.71998936
0.27765127,0.78469757
0.38543372,0.83981263
0.29070511,0.79660119
0.30744266,0.85872798
0.36345223,0.84307463
0.39770050,0.86259158
0.38644191,0.76907320
0.36422539,0.88880463
0.25228406,0.68500747
0.34526917,0.85622323
0.28764398,0.79434647
0.36316746,0.72027282
0.36219501,0.88937983
0.29529564,0.69297780
0.23589969,0.78552391
0.27511884,0.79111801
0.25825970,0.82504563
0.24105310,0.70007895
0.31097137,0.85957519
0.34391571,0.88363355
0.37537936,0.73152186
0.37036647,0.79990159
0.27301538,0.88487374
0.36147827,0.82175480
0.31150974,0.78023823
0.37367165,0.75240810
0.30968813,0.85233719
0.23237927,0.73393748
0.28818522,0.79841787
0.38253642,0.85943378
0.32194570,0.86563935
0.33099429,0.80975095
0.38568219,0.85578985
0.39030677,0.84348242
0.28860859,0.81638966
0.31901412,0.88505601
0.25431816,0.81216329
0.32720668,0.81315109
0.30735502,0.84978100
0.26532772,0.69950089
0.36910960,0.79345007
0.30941205,0.75013518
0.35931198,0.82251659
0.35981533,0.81228364
0.32307159,0.70198475
0.34802860,0.83313758
0.36784308,0.68683411
0.31086653,0.66807261
0.33752060,0.69218482
0.23435316,0.68718052
0.25854732,0.66254174
0.25488610,0.85680270
0.38054349,0.81019749
0.38953591,0.77695811
0.36517856,0.74544977
0.29991043,0.75902400
0.36808364,0.71310438
0.34799702,0.66121574
0.33837466,0.72308768
0.28471830,0.82380268
0.31689190,0.87898989
0.28476105,0.79529147
0.24425413,0.79500193
0.37400360,0.75879217
0.36064694,0.76438845
0.28716560,0.66569907
0.35574188,0.75646248
0.30360309,0.75174306
0.26227672,0.80065894
0.29609785,0.77715876
0.27896602,0.75050458
0.33090919,0.88494247
0.36069514,0.87156626
0.29018002,0.89186677
0.36267038,0.67767286
0.32979918,0.71324121
0.24825457,0.76484069
0.30679493,0.84518774
0.39580365,0.88822738
0.32034681,0.86572546
0.30122878,0.80224309
0.38309492,0.86833543
0.29948672,0.65163580
0.29842676,0.65574306
0.34492311,0.72576105
0.23090966,0.68089251
0.31793583,0.73191529
0.28834802,0.85213808
0.38762138,0.85320600
0.30995672,0.67557627
0.29159900,0.83258364
0.26188385,0.81088298
0.26451959,0.67517155
0.36776823,0.75150699
0.31806665,0.67623796
0.39599291,0.78192183
0.33689046,0.83884688
0.36596386,0.89924947
0.36692215,0.83084432
0.26114686,0.71347739
0.26773713,0.81448228
0.25015417,0.71050203
0.25467576,0.76979053
0.29682199,0.77705241
0.27502915,0.70792931
0.25389870,0.87588392
0.25499933,0.82704738
0.37492286,0.67504296
0.35874497,0.85348178
0.29893151,0.72061309
0.33539835,0.73015710
0.34553551,0.88497766
0.33781594,0.76891655
0.35973967,0.65912759
0.24866352,0.74424852
0.39662866,0.81155599
0.32950620,0.79032532
0.39463889,0.67959310
0.26321157,0.71263044
0.33094236,0.73810131
0.32687429,0.74278042
0.27880994,0.69648803
0.39497240,0.76001588
0.32664821,0.70082940
0.39468637,0.69749455
0.37009751,0.74650133
0.23497046,0.83517540
0.31356345,0.74446561
0.34596617,0.74959885
0.35834066,0.74710834
0.26646314,0.77949361
0.37419874,0.74623016
0.38959624,0.89116867
0.31547870,0.88404570
0.31543978,0.88030677
0.33425342,0.82353015
0.35120520,0.76461967
0.33775367,0.71299712
0.39202226,0.65199584
0.31081256,0.83668086
0.28511195,0.73643470
0.24780606,0.68953655
0.32491977,0.88573340
0.27758552,0.81834595
0.34011216,0.87762346
0.25948680,0.65066221
0.25597264,0.71579776
0.31958873,0.87067407
0.26346325,0.67992111
0.28430125,0.77095253
0.37478403,0.85587089
0.29889404,0.72922796
0.26633920,0.65947229
0.31894426,0.71183751
0.30406318,0.84882766
0.30730023,0.68488758
0.32040079,0.69108793
0.31431627,0.86926304
0.26051110,0.77010944
0.38213708,0.72030076
0.25915768,0.87932285
0.37714840,0.65286171
0.34763562,0.83117464
0.33508117,0.84826606
0.35561188,0.88863728
0.29320639,0.79098304
0.32557130,0.75521214
0.31629367,0.78342364
0.35563616,0.86323197
0.38419503,0.87074625
0.38488858,0.68876694
0.28752712,0.85709792
0.33008822,0.82562400
0.37462275,0.74472835
0.36945077,0.73667975
0.29599432,0.73619924
0.26133568,0.71635002
0.31796145,0.73288737
0.38558596,0.77968230
0.26465803,0.79036939
0.33989629,0.89589068
0.35343140,0.68812055
0.30692763,0.69293237
0.38581637,0.87804406
0.34087182,0.69244719
0.23599037,0.78779728
0.39127968,0.77489302
0.32310856,0.85405362
0.28874575,0.80529143
0.26338598,0.77570849
0.25095490,0.80747943
0.39779628,0.81175300
0.31075642,0.79963052
0.30096316,0.74676344
0.27264129,0.75533341
0.34294789,0.75705753
0.37908554,0.67696145
0.38886311,0.68652442
0.30236874,0.81422105
0.38894966,0.88009669
0.24019049,0.66798999
0.32441833,0.78492978
0.28016450,0.69228958
0.28009167,0.75066595
0.35079357,0.89575825
0.25785210,0.75514107
0.31153701,0.71784276
0.33140780,0.79322589
0.33903299,0.70768038
0.24360317,0.89378773
0.35311251,0.72958035
0.38916407,0.72464480
0.35471835,0.76926408
0.31032351,0.70342541
0.28993784,0.89981223
0.28464366,0.84074712
0.28877343,0.73453379
0.25686861,0.81478679
0.36627277,0.83020223
0.26450810,0.87579078
0.26343021,0.80522700
0.27408412,0.77274034
0.23112393,0.65596555
0.24048439,0.79620975
0.30339995,0.86858444
0.30382404,0.67698011
0.24082978,0.70656824
0.36942533,0.66305689
0.35838131,0.71760510
0.29287309,0.84352126
0.25677724,0.75938933
0.29264200,0.86739512
0.36753365,0.68105161
0.34642657,0.69089803
0.24978629,0.69380864
0.37445970,0.76628935
0.26610227,0.84473836
0.33380806,0.76293647
0.36196821,0.70446272
0.24898117,0.75506136
0.23652612,0.89824616
0.28964399,0.66811811
0.32877631,0.70929068
0.38279225,0.83678359
0.30402830,0.65437106
0.37390825,0.65923921
0.30932344,0.79082016
0.32923110,0.76567960
0.36865023,0.68611171
0.31471689,0.70521261
0.32495537,0.80730140
0.37499809,0.71777585
0.39558261,0.89795457
0.37805766,0.65458385
0.32470892,0.87200966
0.36921172,0.79083544
0.29153825,0.89532627
0.32981301,0.89978611
0.35504864,0.74381211
0.31545318,0.76663312
0.30805373,0.89178752
0.35067870,0.75511186
0.28956015,0.81025372
0.38485480,0.75793102
0.32371557,0.85962405
0.32826127,0.87530020
0.23642384,0.83685786
0.34598377,0.66459629
0.34386603,0.74237667
0.37150830,0.72142140
0.35652264,0.89992761
0.32889452,0.67001413
0.26171322,0.85444903
0.38725660,0.86232851
0.32977295,0.87659600
0.30009919,0.79606098
0.35487616,0.78007430
0.25717036,0.89559393
0.36728104,0.80681102
0.35495968,0.65701024
0.35357818,0.81841069
0.25343352,0.77933910
0.25664869,0.88623773
0.28881231,0.72671402
0.24672442,0.77115688
0.31265174,0.86780228
0.26757638,0.72722378
0.29098480,0.67979096
0.26007419,0.86530160
0.33890462,0.86971080
0.38096137,0.72895875
0.28934912,0.69509600
0.39235163,0.68000846
0.23713484,0.73510005
0.34096432,0.84147729
0.31471091,0.86653619
0.37649389,0.74759966
0.34500904,0.67373371
0.25535933,0.69233278
0.29690977,0.65342940
0.39447727,0.65043786
0.29136137,0.71026495
0.27756013,0.75120318
0.36577382,0.75871493
0.34617290,0.65535858
0.37793716,0.67024589
0.27681367,0.72462240
0.29214928,0.81101483
0.25380381,0.68368646
0.30349009,0.73123437
0.38932748,0.79154016
0.34547683,0.87333090
0.31404759,0.72080461
0.33278533,0.72482780
0.30918448,0.65619731
0.35279316,0.81818812
0.30868633,0.68218567
0.34225000,0.87270891
0.24371993,0.80440811
0.35978710,0.70505098
0.23400030,0.71899858
0.24241561,0.65054851
0.24396878,0.77070961
0.35175033,0.68972405
0.25191949,0.85769285
0.29516894,0.74164347
0.25509733,0.87142761
0.24256153,0.86933034
0.24692935,0.76421676
0.32685992,0.79464484
0.27436872,0.66958079
0.28664751,0.82257508
0.25286611,0.82593913
0.39391173,0.67532473
0.31677596,0.81090349
0.25525745,0.89072003
0.36706354,0.73340266
0.29576532,0.81128193
0.27308714,0.80204068
0.28605850,0.87403079
0.24102018,0.81538921
0.27907445,0.65997152
0.38250698,0.72954717
0.37510920,0.76518275
0.38130310,0.74468158
0.35490371,0.70712514
0.23193864,0.72416828
0.38168853,0.82314617
0.37133977,0.73172244
0.24381522,0.71841174
0.27753857,0.67036011
0.34403963,0.79473571
0.34550053,0.67977288
0.33521540,0.67496025
0.26015421,0.77767556
0.30741902,0.68147886
0.31539250,0.86336545
0.35307613,0.68284543
0.25830715,0.65827933
0.24623532,0.77380379
0.27276125,0.80717144
0.23241120,0.76023816
0.34932695,0.83879567
0.32591544,0.69783291
0.25530769,0.88310286
0.25452082,0.78003167
0.38431945,0.76504016
0.27351979,0.83481155
0.39691007,0.80062578
0.26104383,0.75952283
0.25828833,0.70039626
0.34862530,0.75718128
0.28062760,0.70392626
0.34869698,0.79569488
0.28551938,0.88942353
0.26249411,0.70218782
0.38106014,0.85526338
0.28279236,0.73698193
0.31293596,0.76874204
0.28324968,0.79683289
0.38675240,0.77867450
0.28115392,0.78785612
0.34790858,0.70456086
0.38999389,0.82847185
0.34750074,0.65772608
0.27419136,0.66202021
0.23930244,0.81753824
0.38463815,0.86966756
0.30355802,0.72024588
0.24530046,0.79545941
0.32205787,0.74739946
0.36386199,0.74923788
0.23622769,0.86641604
0.36451045,0.85132411
0.36542122,0.70303003
0.31234588,0.79334965
0.30483549,0.82541836
0.28513810,0.77740403
0.37559232,0.80829883
0.36775846,0.65403646
0.30622205,0.71740616
0.37060761,0.75114632
0.31926453,0.73048163
0.26620227,0.84545512
0.34093960,0.88449900
0.24797414,0.76250013
0.28240939,0.80707839
0.27614845,0.69657458
0.27674133,0.66789303
0.34705021,0.72341780
0.36033081,0.82096999
0.38494092,0.84177686
0.28090814,0.65676378
0.38765829,0.70697145
0.36880825,0.76886082
0.31717803,0.68919269
0.39584697,0.67216685
0.39287672,0.85184575
0.25210009,0.87469378
0.37179666,0.85064304
0.32538006,0.73153631
0.31455683,0.76835524
0.38239097,0.68226967
0.28846643,0.65294096
0.30110381,0.86682659
0.29682884,0.84864062
0.28802970,0.74176784
0.33268824,0.80400795
0.27098542,0.81392700
0.34402378,0.72134758
0.39316823,0.82650641
0.23511168,0.89368696
0.32617138,0.65112580
0.35839622,0.80155874
0.34747238,0.75872530
0.36506380,0.77616241
0.33281815,0.72312492
0.37119457,0.72651040
0.26241005,0.77953168
0.26246889,0.86393036
0.31865019,0.67240439
0.34594987,0.89202393
0.38917161,0.65070549
0.31812209,0.87381825
0.34856499,0.83210032
0.30975907,0.80117629
0.33566638,0.75383240
0.32691051,0.81877287
0.32178408,0.87817090
0.30145194,0.75074742
0.29733246,0.66942698
0.37697080,0.86472026
0.34531793,0.81097049
0.36302713,0.67717375
0.33992999,0.72634841
0.37205718,0.78035161
0.34772787,0.75091571
0.29976397,0.81282197
0.29733915,0.77304797
0.32330231,0.77309082
0.30891407,0.69698728
0.34009967,0.74857705
0.24064252,0.85506041
0.32532246,0.67818413
0.32835473,0.69237357
0.36811280,0.78198249
0.28579202,0.75916925
0.26959755,0.71467126
0.32620825,0.79078205
0.25119299,0.79259355
0.30696966,0.79204102
0.24177068,0.65408140
0.36515235,0.65092425
0.26204965,0.65904215
0.37059274,0.75289811
0.27643463,0.78426128
0.33940645,0.82552574
0.37876518,0.68589659
0.32342105,0.81308714
0.23892050,0.66066739
0.35419933,0.76212831
0.31918932,0.76719388
0.33575031,0.73710233
0.27778892,0.75984827
0.32925188,0.81389618
0.36477241,0.74127839
0.30976578,0.69674793
0.31466214,0.66925679
0.38798481,0.85753020
0.32483438,0.77317633
0.24801659,0.66226238
0.36182958,0.83037944
0.32598059,0.74633916
0.39588985,0.79481719
0.36585991,0.83696844
0.34115087,0.84401783
0.35370215,0.86226136
0.36758201,0.86460514
0.33536285,0.68332792
0.24798864,0.71015637
0.25450521,0.89314825
0.23889590,0.85623704
0.38352173,0.77422475
0.36380307,0.74393486
0.33478609,0.75555861
0.39439307,0.78351705
0.33541561,0.89447151
0.30815992,0.76055466
0.27962922,0.79037830
0.24681309,0.70041994
0.38975419,0.82008834
0.38870361,0.70329186
0.38729518,0.71905809
0.38355045,0.80314204
0.25942498,0.78986054
0.38541843,0.80033603
0.27853494,0.69456794
0.23166976,0.66848144
0.35477982,0.75198824
0.30208957,0.79135869
0.30489988,0.70885946
0.29614790,0.84136571
0.32075726,0.79297429
0.30474802,0.78505171
0.23181942,0.87622486
0.23812769,0.88089565
0.36094146,0.83450805
0.25568090,0.74121178
0.27850733,0.82464515
0.24455210,0.72049490
0.27161582,0.87507639
0.24911770,0.65229003
0.38500131,0.78394935
0.37459750,0.83404017
0.37858815,0.68026356
0.36435306,0.73885222
0.35421361,0.78352601
0.32362130,0.89830181
0.24198999,0.69832004
0.26562868,0.71937728
0.33389538,0.74235274
0.37384175,0.75299469
0.39026946,0.87457580
0.28405967,0.80135714
0.29402236,0.67649740
0.38947238,0.74256132
0.39507266,0.78283734
0.38260799,0.72107182
0.36419161,0.73119194
0.33111227,0.67350400
0.39717754,0.74990427
0.36350233,0.68118425
0.24501737,0.76529627
0.32791034,0.81351562
0.39931611,0.86661042
0.32387398,0.73919309
0.39942785,0.66923862
0.30172052,0.70842497
0.30471040,0.79256127
0.25251591,0.78524672
0.35344357,0.73717503
0.39601206,0.69551181
0.26261242,0.66242801
0.38111392,0.70349897
0.34393052,0.73784711
0.28078287,0.74962386
0.36780366,0.73432449
0.29193776,0.78596811
0.31851100,0.81788895
0.38331027,0.75833758
0.39774884,0.67650674
0.35998326,0.66203015
0.37630648,0.69506281
0.28018570,0.78508784
0.26417119,0.87287993
0.39301045,0.70347383
0.37906041,0.74000785
0.25489476,0.85675059
0.23922173,0.83029130
0.31170940,0.67232429
0.39395515,0.77547744
0.38804893,0.83225387
0.31201137,0.65252235
0.27552860,0.86875591
0.34662865,0.88319387
0.31927910,0.71638469
0.26671581,0.80991687
0.33767918,0.73470677
0.24895949,0.80077610
0.38160590,0.75189389
0.28882581,0.70086404
0.34265708,0.88765547
0.39682020,0.68586140
0.24892844,0.81730910
0.39557463,0.80824941
0.35882789,0.65487677
0.37073481,0.82514948
0.31140313,0.67676710
0.32526490,0.65699578
0.32208595,0.66259173
0.37651823,0.88632909
0.34640758,0.69568931
0.30588552,0.76442810
0.39046207,0.74929401
0.33744643,0.69283244
0.25574138,0.75988974
0.32961411,0.88024279
0.32245334,0.83186628
0.39608442,0.80662458
0.24142488,0.78992349
0.39346740,0.73622696
0.23262250,0.73173555
0.34186577,0.87807257
0.28771825,0.78819375
0.36730974,0.83329422
0.39434537,0.85446137
0.38668657,0.69666593
0.38628472,0.75036969
0.33132063,0.74721761
0.23782635,0.67433453
0.29731200,0.73275862
0.33571036,0.81725952
0.38346648,0.88260983
0.33926917,0.76264823
0.37099529,0.74220983
0.28353424,0.88442436
0.32003975,0.72006870
0.31040045,0.69120626
0.26983550,0.76388188
0.36605476,0.65932318
0.24046334,0.86039346
0.31063234,0.70640543
0.25214917,0.80109392
0.35040326,0.74452593
0.29228614,0.81186080
0.36361420,0.72083384
0.34660897,0.75931899
0.30351164,0.87754772
0.27481509,0.75709470
0.29554198,0.66801632
0.23216563,0.65694331
0.38591433,0.67174980
0.30895863,0.78587934
0.37088813,0.72736252
0.35971643,0.71023914
0.31898026,0.89238992
0.39258898,0.69187808
0.34600084,0.85704085
0.28423550,0.80978112
0.26933484,0.72669397
0.24687851,0.72530598
0.34752586,0.87114527
0.33765187,0.88810589
0.33101490,0.71447054
0.31037083,0.84931629
0.35475238,0.77724659
0.35722471,0.74195549
0.28099079,0.73182099
0.36298440,0.74662164
0.26664583,0.71699000
0.32278409,0.80012350
0.39677201,0.77027781
0.33024896,0.86283397
0.30840241,0.82815475
0.27279105,0.81380958
0.38502958,0.66309071
0.39504876,0.78966252
0.28987173,0.76525819
0.37369301,0.71234556
0.33692000,0.81313012
0.30536799,0.89011176
0.28290659,0.76202473
0.30759452,0.82428976
0.30639471,0.84787551
0.38792314,0.88489162
0.31147813,0.77690006
0.28775145,0.79357325
0.28593738,0.68497131
0.29164683,0.76238790
0.23747812,0.65953607
0.37616752,0.66866647
0.24722014,0.74165137
0.23232659,0.72356312
0.33766874,0.89249407
0.24580698,0.71872217
0.36222481,0.72401230
0.34325669,0.66972183
0.33195409,0.74841468
0.29983540,0.69843660
0.23307272,0.78628487
0.34226206,0.79508334
0.37099939,0.73439389
0.37637102,0.73329489
0.36343180,0.72709518
0.28965615,0.65480806
0.32984150,0.85705725
0.38647799,0.71620269
0.34927271,0.69213021
0.38333054,0.68940436
0.39270396,0.70515249
0.23042501,0.80615837
0.38405067,0.72782139
0.23970769,0.81727822
0.31389927,0.89535127
0.27626544,0.77262781
0.35805823,0.78947043
0.30472329,0.73266669
0.23861165,0.66558005
0.38315209,0.85993198
0.27268550,0.68132881
0.39612057,0.70275663
0.23410394,0.85711536
0.36470345,0.65532356
0.32682599,0.81201999
0.28381969,0.69808154
0.27593039,0.69619442
0.34569621,0.80571343
0.25923127,0.81403339
0.27466600,0.65266296
0.38501630,0.75026836
0.26167593,0.87491706
0.32797356,0.71431035
0.36918522,0.89581228
0.33569021,0.82328946
0.31670974,0.73205267
0.37418372,0.66601377
0.28461654,0.76234387
0.30793138,0.70594301
0.32737590,0.84472451
0.31765237,0.79611100
0.34140969,0.72465205
0.27900502,0.78378013
0.31675573,0.66088807
0.34080983,0.73792586
0.23193459,0.89874956
0.32141204,0.83568991
0.37860475,0.86511944
0.36307869,0.74413197
0.39461179,0.67708812
0.33679440,0.70503723
0.24561244,0.75265815
0.23874667,0.89191093
0.26790620,0.77221594
0.37173407,0.80287403
0.26502509,0.76301741
0.36949738,0.84828266
0.27108535,0.84935096
0.30903316,0.79118855
0.37750218,0.86194802
0.25120277,0.75524593
0.34318714,0.73270024
0.24478792,0.74518292
0.23470108,0.88198647
0.36215495,0.67885691
0.23210517,0.74775287
0.37841928,0.77575913
0.38058733,0.85003155
0.25873781,0.79368993
0.36135114,0.65994146
0.33626791,0.89986868
0.34382504,0.73993054
0.34346881,0.65562783
0.36256187,0.84314922
0.24272231,0.69708729
0.35371014,0.80426442
0.25995169,0.76796676
0.30671432,0.85231042
0.34557833,0.77606124
0.26347456,0.66588941
0.23406892,0.73521928
0.23003738,0.89024326
0.24913214,0.77881749
0.24970185,0.81284201
0.26098740,0.66332768
0.27062548,0.77637564
0.32449463,0.80686947
0.24872735,0.68567041
0.39542983,0.67577200
0.26272715,0.89612385
0.39378991,0.86097150
0.27123035,0.65771219
0.36365503,0.78861585
0.34396731,0.78018096
0.38385715,0.74955431
0.25732876,0.87235655
0.39272109,0.69775001
0.27781805,0.82325425
0.27972139,0.89293044
0.32839836,0.69605308
0.37590291,0.88586428
0.25453383,0.71021051
0.36383044,0.70629410
0.39987342,0.75581576
0.29538769,0.65144509
0.38027310,0.86615378
0.28554671,0.70727760
0.33169005,0.82686400
0.37695649,0.74881499
0.33447036,0.73459628
0.23684217,0.75977153
0.24602030,0.85730424
0.25196366,0.84613858
0.32393362,0.79113199
0.31351973,0.82616485
0.34118365,0.85838670
0.23554625,0.89114090
0.32817636,0.66707307
0.28841045,0.67156179
0.26548800,0.69183404
0.23970311,0.88044435
0.36481427,0.87709271
0.34524764,0.66490898
0.30194258,0.73678222
0.38670805,0.79445458
0.33871485,0.83718651
0.36666447,0.67786003
0.29525806,0.82607014
0.37447136,0.80590572
0.25658949,0.82297736
0.32599323,0.85290990
0.24832427,0.69519764
0.24910679,0.89545182
0.30979541,0.67738794
0.35920964,0.78026688
0.34222486,0.84622493
